id,word,pronunciation,frequencyId
cbb7da57-96c3-4f7d-bdb7-dae5d5841e32,French,frentʃ,11111111-1111-1111-1111-111111111112
0312e9aa-6cfe-4dad-84f4-e2c4a308d6a1,Friday,ˈfraɪdeɪ,11111111-1111-1111-1111-111111111111
7c9698ce-0cb5-4735-87ae-8bbbe6dd4611,German,ˈdʒɜːrmən,11111111-1111-1111-1111-111111111112
2dc82fab-5f0b-4513-a451-44c39d6f0bc6,Germany,ˈdʒɜːrməni,11111111-1111-1111-1111-111111111112
4a3f7448-dd68-4529-bfab-d67154e4c9a7,Greek,ɡrik,11111111-1111-1111-1111-111111111113
571e45d8-8b82-40fc-9542-e60939958da4,Hawaii,həˈwaɪi,11111111-1111-1111-1111-111111111113
1d3f436e-fea7-4585-945b-030431a0d147,Hawaiian,həˈwaɪən,11111111-1111-1111-1111-111111111113
0330e2c9-ae2d-4054-887d-c85183e502d5,I,aɪ,11111111-1111-1111-1111-111111111111
cb3497e1-df98-4f1a-8ace-ce0f5d377f85,India,ˈɪndiə,11111111-1111-1111-1111-111111111112
35c07626-f633-4263-bcf2-4ad61254f962,Indian,ˈɪndiən,11111111-1111-1111-1111-111111111113
fa6265c5-c690-409f-9795-2e647a5e1c58,Internet,ˈɪntərˌnɛt,11111111-1111-1111-1111-111111111112
d2eb19c4-2cb1-470b-920f-2188627c230e,Italian,ɪˈtæliən,11111111-1111-1111-1111-111111111113
339394b3-72c3-449c-b249-27912a1d5872,Italy,ˈɪtəli,11111111-1111-1111-1111-111111111112
b42d63d9-f3d2-4673-b42c-132eabfaef54,January,ˈdʒænjuˌɛri,11111111-1111-1111-1111-111111111112
961890b9-3e36-4335-bd20-ec9df8e97d8f,Japan,dʒəˈpæn,11111111-1111-1111-1111-111111111111
9ef883c9-650c-49bc-a0e3-1f9e7f5283c9,Japanese,ˌdʒæpəˈniːz,11111111-1111-1111-1111-111111111112
c92dae70-cb4b-4ffa-8df9-2afa12412216,July,dʒuˈlaɪ,11111111-1111-1111-1111-111111111112
31d00805-d1c6-4c81-b6f6-01ad090c82cb,June,dʒuːn,11111111-1111-1111-1111-111111111112
71bb9fae-4217-4e2e-8460-908f183403c4,Korea,kəˈriːə,11111111-1111-1111-1111-111111111112
53d305e5-9ed4-46f8-975b-763bd35c3ae3,Korean,kəˈriːən,11111111-1111-1111-1111-111111111113
056a9d51-43dd-471a-84e5-51e30de56759,London,ˈlʌndən,11111111-1111-1111-1111-111111111112
cf1208af-de0b-4ed9-8094-44d74561a436,March,mɑːrtʃ,11111111-1111-1111-1111-111111111112
c9f40e0a-f46a-4565-bae7-1b61b800ad9f,Mars,mɑːrz,11111111-1111-1111-1111-111111111113
528d760f-dda8-4601-b913-88e89a792c27,May,meɪ,11111111-1111-1111-1111-111111111111
991746c9-94b2-4f02-b5dd-e388532ed569,Miss,mɪs,11111111-1111-1111-1111-111111111111
2e7916ac-fb55-43dc-8a5b-91619b7c1d98,Monday,ˈmʌndeɪ,11111111-1111-1111-1111-111111111111
079b889c-3f88-420b-84be-b02f099382b0,Mr.,ˈmɪstər,11111111-1111-1111-1111-111111111111
d25f9ea6-d52e-4d3b-8310-31561a67bd29,Mrs.,ˈmɪsɪz,11111111-1111-1111-1111-111111111112
b8e13f83-8a3a-4343-ad16-afe584882b40,Ms.,mɪz,11111111-1111-1111-1111-111111111112
c16af6f7-5645-4724-8dca-555a389a20a2,New York,nuː jɔːrk,11111111-1111-1111-1111-111111111112
aa6ab3ad-7b8b-46e1-9a75-89b6e9915829,New Zealand,nuːˈziːlənd,11111111-1111-1111-1111-111111111112
73f8ed9c-b491-4d40-b7eb-b1fde35afee1,November,noʊˈvembər,11111111-1111-1111-1111-111111111112
78c269b5-48df-4781-9686-957a7a479daf,OK / O.K.,ˌoʊˈkeɪ,11111111-1111-1111-1111-111111111111
5bc4f708-8d3d-48f7-8767-afd5222e3f7a,October,ɑːkˈtoʊbər,11111111-1111-1111-1111-111111111112
fe80a911-a7ab-4069-8687-2bac25b50ac9,Olympic,əˈlɪmpɪk,11111111-1111-1111-1111-111111111113
7e923c42-d5bb-4ba2-842d-2947151fbeea,Pacific,pəˈsɪfɪk,11111111-1111-1111-1111-111111111113
c1fe37be-66db-4758-926f-2393ea4af41e,Paris,ˈpærɪs,11111111-1111-1111-1111-111111111113
cbea25fd-558b-4a0c-9e75-8581b055397e,Roman,ˈroʊmən,11111111-1111-1111-1111-111111111113
3cae104c-1bfb-4d3f-98a6-cf7358032144,Saturday,ˈsætərdeɪ,11111111-1111-1111-1111-111111111112
ebf00cd0-687e-4f59-b2ed-a8fa85b9d0a3,September,sɛpˈtɛmbər,11111111-1111-1111-1111-111111111112
2e8e6f44-fe62-4320-8f87-52ddbd9f0a4d,Singapore,ˈsɪŋɡəpɔːr,11111111-1111-1111-1111-111111111113
ce4f9b0e-ff5e-4505-a7dc-dfe1d215b3b4,Spanish,ˈspænɪʃ,11111111-1111-1111-1111-111111111112
27b9b7e6-09c1-4880-8865-98bd9db91be9,Sunday,ˈsʌndeɪ,11111111-1111-1111-1111-111111111111
ad3e196c-2a85-4181-8cd3-e961ce42cb63,Sydney,ˈsɪdni,11111111-1111-1111-1111-111111111113
b316d040-8717-4995-a035-a52e7d899f1d,T-shirt,ˈtiːʃɜːrt,11111111-1111-1111-1111-111111111112
591bef01-05fc-4fe2-8bd2-2ee1ebab08ea,TV,ˌtiːˈviː,11111111-1111-1111-1111-111111111112
d2006c83-c57d-45d8-a255-7c6abb7eecf6,Thailand,ˈtaɪlænd,11111111-1111-1111-1111-111111111112
cbee525e-47c5-4132-8efc-daf53e6ae82e,Thursday,ˈθɜːrzdeɪ,11111111-1111-1111-1111-111111111112
e568a4d5-3db9-4ddd-92c2-56225766b9b8,Tuesday,ˈtuːzdeɪ,11111111-1111-1111-1111-111111111112
d56f41b8-418c-4433-a2f8-66854f5251bf,U.S.,ˌjuːˈes,11111111-1111-1111-1111-111111111112
9a982080-b20b-4275-b862-e162a548391a,U.S.A.,ˌjuːˌesˈeɪ,11111111-1111-1111-1111-111111111112
b552ff04-ab2c-4e2c-8a43-87ee1b4d1d2a,United Kingdom,juˈnaɪtɪd ˈkɪŋdəm,11111111-1111-1111-1111-111111111112
d3801b4d-700f-4bf8-b400-9e7dde4d8e3d,United States,juːˌnaɪtɪd steɪts,11111111-1111-1111-1111-111111111112
fa9c056c-3ffb-4679-9704-e43ec0c69b7e,Venus,ˈviːnəs,11111111-1111-1111-1111-111111111113
7b38b66e-a291-41af-b3b2-08ddb74319e7,Wednesday,ˈwɛnzdeɪ,11111111-1111-1111-1111-111111111112
914ad143-1417-4349-881c-0e1de9aebab3,a.m.,eɪˈem,11111111-1111-1111-1111-111111111113
4d7373b1-e25a-4140-bdb4-2904e50835f4,ability,əˈbɪləti,11111111-1111-1111-1111-111111111112
1fb642d3-8707-4ada-b6b0-e61636dda286,able,ˈeɪbl,11111111-1111-1111-1111-111111111111
090a2b5d-4e68-4f8f-8a35-40ac1042926f,about,əˈbaʊt,11111111-1111-1111-1111-111111111111
9d426f1d-a0f4-4386-83ad-1a84b47dbbae,above,əˈbʌv,11111111-1111-1111-1111-111111111112
de7950cb-3054-4def-8dba-da9b7c22a26e,abroad,əˈbrɔːd,11111111-1111-1111-1111-111111111112
e4c23941-7dc2-480f-b7e1-5f85b5955395,absent,ˈæbsənt,11111111-1111-1111-1111-111111111112
6dd19ac2-a2df-4d67-95b7-e9dab70f0fc6,accept,əkˈsept,11111111-1111-1111-1111-111111111112
adb5fc6f-629a-4135-a7a9-228ca1cb5079,accident,ˈæksɪdənt,11111111-1111-1111-1111-111111111112
cbaa4766-8677-4fb2-89ad-d07ac97121ca,across,əˈkrɔs,11111111-1111-1111-1111-111111111111
38a71192-d015-4c3d-b79c-2134d844830f,act,ækt,11111111-1111-1111-1111-111111111112
d4fe9980-34d4-486a-ae2a-58e81f055f42,action,ˈækʃən,11111111-1111-1111-1111-111111111112
ae10ea36-8a4a-4a6c-83e8-faca3e1ab2dc,active,ˈæktɪv,11111111-1111-1111-1111-111111111112
27701883-cf9d-4f58-92fe-3e4102e80bcb,actively,ˈæktɪvli,11111111-1111-1111-1111-111111111113
0c969686-d7e7-476f-9272-e4bc9bee2b7a,activity,ækˈtɪvɪti,11111111-1111-1111-1111-111111111112
a226c97c-94cd-4dae-9e33-f7f3389fcda5,actor,ˈæktər,11111111-1111-1111-1111-111111111113
a7ea6c6f-478f-492e-9b9d-d4daa8d53b04,actress,ˈæktrəs,11111111-1111-1111-1111-111111111113
331155c6-b857-43f5-9b8a-49f188b00fc9,actually,ˈæktʃuəli,11111111-1111-1111-1111-111111111112
c23266c9-d312-499c-9fe9-61ef8c0680a7,add,æd,11111111-1111-1111-1111-111111111112
6c41955d-0b3c-4475-a39a-8ebcf8666624,addition,əˈdɪʃən,11111111-1111-1111-1111-111111111113
a0a940f5-4ff6-448a-aa80-868f157fd658,address,ˈædres,11111111-1111-1111-1111-111111111112
d128a4f4-5340-46fc-ae52-12918f964c13,adult,əˈdʌlt,11111111-1111-1111-1111-111111111113
b5921085-ab50-46b3-94fa-4958b774d2d1,advance,ədˈvæns,11111111-1111-1111-1111-111111111112
112588dc-4ce2-4821-a208-692f45a90f5a,advantage,ədˈvæntɪdʒ,11111111-1111-1111-1111-111111111112
d5f9164b-19b2-450e-adec-6134a80b0dca,advertisement,ædvərtaɪzmənt,11111111-1111-1111-1111-111111111113
39729c7f-05c8-42f5-9d41-7c3fc8fa3e3e,advice,ədˈvaɪs,11111111-1111-1111-1111-111111111112
88b17304-d74d-48b6-9006-83ade6599c5a,advise,ədˈvaɪz,11111111-1111-1111-1111-111111111112
710760db-296b-42f0-b66c-4179413e4d77,aeroplane,ˈerəˌpleɪn,11111111-1111-1111-1111-111111111113
bbb14a40-219f-4193-8205-1ebce71f8082,affect,əˈfɛkt,11111111-1111-1111-1111-111111111112
373e61fa-e4ce-441c-8fe6-44b06f6717ed,afraid,əˈfreɪd,11111111-1111-1111-1111-111111111111
92df8f53-c263-4b6a-87ae-59656798d15b,after,ˈæftər,11111111-1111-1111-1111-111111111111
90d28ad6-9c08-44a8-b893-9f2d8a7ae54d,afternoon,ˌæftərˈnuːn,11111111-1111-1111-1111-111111111111
577d830b-fd66-47c3-9934-1423a9bd948e,again,əˈɡen,11111111-1111-1111-1111-111111111111
654193d7-af9b-4304-bed5-ca49f7c1e8d6,against,əˈɡenst,11111111-1111-1111-1111-111111111112
a96d8c93-f58a-49df-ba20-01edce9a3a44,age,eɪdʒ,11111111-1111-1111-1111-111111111112
788dbc1c-156f-46d7-9d73-869898a848ef,ago,əˈɡoʊ,11111111-1111-1111-1111-111111111111
5070ddfd-0f3d-4c87-b977-94c06ca13b06,agree,əˈɡriː,11111111-1111-1111-1111-111111111111
eaa648de-a5cb-4229-93c7-15cc9c7d8bee,agreement,əˈɡriːmənt,11111111-1111-1111-1111-111111111112
dde719a3-792d-4cd0-acd3-53022f003ab0,agriculture,ˈæɡrɪˌkʌltʃər,11111111-1111-1111-1111-111111111113
d7e047a1-7f84-4a0c-9c46-885265c9134b,air,er,11111111-1111-1111-1111-111111111111
02819f6f-dd14-4cea-a8a6-e1b9f39f1460,airplane,ˈeəˌpleɪn,11111111-1111-1111-1111-111111111112
e2fcf6d5-62b9-48e6-b3d5-7334925ac158,airport,ˈerpɔrt,11111111-1111-1111-1111-111111111112
0df8b44e-1fb6-4445-8612-443c9fae39b2,album,ˈælbəm,11111111-1111-1111-1111-111111111113
5343a483-e158-4000-9bcf-609f13baef21,alive,əˈlaɪv,11111111-1111-1111-1111-111111111112
7716937e-60b3-4a24-be11-f4a993b97477,all,ɔːl,11111111-1111-1111-1111-111111111111
3fabe5bb-708a-42fe-a5ef-6766031674c5,allow,əˈlaʊ,11111111-1111-1111-1111-111111111112
1c601c92-8d13-4ba1-9f7d-61cb5994bc8b,almost,ˈɔlmoʊst,11111111-1111-1111-1111-111111111111
e58d04bf-a877-41ec-8a73-eb141428503d,alone,əˈloʊn,11111111-1111-1111-1111-111111111112
cec31d4d-6099-4445-8be3-34ea9e911a94,along,əˈlɔŋ,11111111-1111-1111-1111-111111111112
8513bd76-c431-4f12-81a8-da1f9e35cc65,already,ɔlˈrɛdi,11111111-1111-1111-1111-111111111112
e4772bb7-de8b-4323-877c-6889e623e94a,also,ˈɔlsoʊ,11111111-1111-1111-1111-111111111111
9b999ab9-0686-4088-8714-af23727492b7,although,ɔlˈðoʊ,11111111-1111-1111-1111-111111111112
429ed5e9-2352-4e3e-a0ff-dadf53456dd0,always,ˈɔlweɪz,11111111-1111-1111-1111-111111111111
2d55eb55-6530-4b18-a080-46dde905afcf,am,æm,11111111-1111-1111-1111-111111111111
a68ed565-2d5c-4182-8b55-9c772d9f8681,amateur,ˈæmətər,11111111-1111-1111-1111-111111111113
f73239d0-b4b5-48b8-883d-8f97bab934f7,amazing,əˈmeɪzɪŋ,11111111-1111-1111-1111-111111111112
c9f26743-1f08-4e10-948a-b32e4b42e441,ambulance,ˈæmbjələns,11111111-1111-1111-1111-111111111113
e4af5ed5-5ae0-451d-b304-86c7efd80d28,among,əˈmʌŋ,11111111-1111-1111-1111-111111111112
8cec247f-1a9b-45fb-8979-585a452f634e,amount,əˈmaʊnt,11111111-1111-1111-1111-111111111112
f08af981-6d25-4877-a2c3-96b56d9296ea,ancient,ˈeɪnʃənt,11111111-1111-1111-1111-111111111112
0cefe4b2-2617-423a-8592-dcc23bee3e96,and,ænd,11111111-1111-1111-1111-111111111111
541b6446-68c2-4a05-92d7-f6c2f8b4f574,anger,ˈæŋɡər,11111111-1111-1111-1111-111111111112
ce2cf4ce-5ec8-4b1f-a859-0c302e453b94,angry,ˈæŋɡri,11111111-1111-1111-1111-111111111111
6ca1fd0d-7240-4cbc-bd0b-161fed69cb06,animal,ˈænɪməl,11111111-1111-1111-1111-111111111111
5dc20d2b-0cfc-448b-b92f-0071299a1aed,another,əˈnʌðər,11111111-1111-1111-1111-111111111111
b14c947b-ae83-4a7a-bc64-c8fd4c5c5822,answer,ˈænsər,11111111-1111-1111-1111-111111111111
1a359948-66b1-4b66-bb2c-4ac7bb531b83,ant,ænt,11111111-1111-1111-1111-111111111112
913e8a81-e491-4d77-b1f8-6cc2e7eda311,any,ˈeni,11111111-1111-1111-1111-111111111111
be91ed95-63ab-452d-aba8-f241134de635,anybody,ˈenibɑːdi,11111111-1111-1111-1111-111111111112
8c5a21aa-0305-46b2-a737-a5cd0d3addf3,anymore,ˌenimoʊr,11111111-1111-1111-1111-111111111113
6cacfb39-13d9-40fc-b552-803e927a52e8,anyone,ˈeniˌwʌn,11111111-1111-1111-1111-111111111112
28edbb1a-6049-4da3-b659-92865763c0ef,anything,ˈɛnɪθɪŋ,11111111-1111-1111-1111-111111111111
20c0bd9c-7f9f-49e2-952a-6bcc68dd7dbf,anyway,ˈeniˌweɪ,11111111-1111-1111-1111-111111111112
acd67ea9-7e9c-4a28-b1fb-e5990c7a3e89,anywhere,ˈeniˌwer,11111111-1111-1111-1111-111111111112
5fa2f095-ca74-4aaa-b541-88c85fcf1dc7,apartment,əˈpɑːrtmənt,11111111-1111-1111-1111-111111111112
7e0c1e8c-4323-43a9-9189-2720788dc048,appear,əˈpɪr,11111111-1111-1111-1111-111111111112
c0388cd6-e41a-445a-a9f4-afa713713c80,apple,ˈæpl,11111111-1111-1111-1111-111111111111
69362dbe-9892-426a-a307-757ee337362b,apply,əˈplaɪ,11111111-1111-1111-1111-111111111112
6a041792-4975-4519-9fbc-719417e8fa79,approach,əˈproʊtʃ,11111111-1111-1111-1111-111111111112
5d51fed9-045f-48c5-9379-389894bde81b,aquarium,əˈkwɛriəm,11111111-1111-1111-1111-111111111113
aeb33f4e-775d-4418-bdad-97abe0725ee3,are,ɑːr,11111111-1111-1111-1111-111111111111
fdeb0c81-87d5-4a8f-b470-b2a3a1946a0e,area,ˈeriə,11111111-1111-1111-1111-111111111112
ba7be3a5-38b0-44df-bb91-639dd330e443,arm,ɑːrm,11111111-1111-1111-1111-111111111112
bac7fd45-e398-42fb-8d8c-692a88e6c4b5,around,əˈraʊnd,11111111-1111-1111-1111-111111111111
3c9d6757-fece-432b-b47a-1b4748a5519c,arrange,əˈreɪndʒ,11111111-1111-1111-1111-111111111112
a8e6b033-68dc-4260-bb0d-185a4c12fe09,arrive,əˈraɪv,11111111-1111-1111-1111-111111111112
5c70a37d-10db-477b-812e-e2ef142f5354,art,ɑːrt,11111111-1111-1111-1111-111111111112
baa343ff-492c-421c-8007-f33a42bfbe28,article,ˈɑːrtɪkl,11111111-1111-1111-1111-111111111112
f3a4b6d6-0ea7-4ef6-8dfa-53b35a46123f,artificial,ˌɑːrtɪˈfɪʃəl,11111111-1111-1111-1111-111111111113
17107b25-04dd-402b-bdfb-895114fde1b7,artist,ˈɑːrtɪst,11111111-1111-1111-1111-111111111112
8c9091fd-9563-481e-874a-6cbc4c9eee81,as,æz,11111111-1111-1111-1111-111111111111
21f614bf-b792-45c3-a571-efe989ad548c,ask,æsk,11111111-1111-1111-1111-111111111111
8cebe5fc-3ce2-4950-8c3e-11edf1369778,asleep,əˈsliːp,11111111-1111-1111-1111-111111111112
414ccc11-a94a-4ddc-b331-53162259d38a,assist,əˈsɪst,11111111-1111-1111-1111-111111111112
976c3e54-7faf-4983-9344-f7d44c51eb2d,assistance,əˈsɪstəns,11111111-1111-1111-1111-111111111113
02566bd6-b136-4ada-af71-d2ed175eb486,astronaut,ˈæstrənɔːt,11111111-1111-1111-1111-111111111113
f4782242-335d-40b0-9738-2d80fabbbe6d,at,æt,11111111-1111-1111-1111-111111111111
270bd60d-2671-4c64-8b0f-2c6fa5e54396,athlete,ˈæθliːt,11111111-1111-1111-1111-111111111113
7bb275cf-80ec-454b-9609-fd80690fd72d,atmosphere,ˈætməsfɪr,11111111-1111-1111-1111-111111111113
8d06ab31-6b30-42dc-9418-4dbce77b12a4,attack,əˈtæk,11111111-1111-1111-1111-111111111112
df6d22ad-5830-44de-8144-7060808f004c,attention,əˈtɛnʃən,11111111-1111-1111-1111-111111111112
1f566e21-201a-4f72-85ea-4329eae1eded,attract,əˈtrækt,11111111-1111-1111-1111-111111111112
9c616c85-3326-466e-8068-cb366bf0a595,attraction,əˈtrækʃən,11111111-1111-1111-1111-111111111112
f6b22489-74da-48a6-8d6d-f9fd4f1e82b1,attractive,əˈtræktɪv,11111111-1111-1111-1111-111111111112
a9864be2-4d0f-412b-9d42-185b430e7a10,audience,ˈɔːdiəns,11111111-1111-1111-1111-111111111112
6bec5d15-9e52-4b44-a9aa-dd7b98c354e3,august,ɔˈɡʌst,11111111-1111-1111-1111-111111111113
da3eb669-fd2c-4e0d-9ef3-102d342750b1,aunt,ænt,11111111-1111-1111-1111-111111111113
34744f73-1d9b-4d82-b280-0cd9bb818513,aurora,ɔˈrɔrə,11111111-1111-1111-1111-111111111113
8f897d7b-bc1d-4eb3-a0bb-19610b6d2d08,author,ˈɔθər,11111111-1111-1111-1111-111111111113
5da9e28c-e48b-47c1-b6ea-5ec5772ef540,autumn,ˈɔːtəm,11111111-1111-1111-1111-111111111112
d38c37df-4f71-4b66-926a-32607b6ba3a5,average,ˈævərɪdʒ,11111111-1111-1111-1111-111111111112
5bd626bb-0e0b-430f-9471-b0d378789a5a,avoid,əˈvɔɪd,11111111-1111-1111-1111-111111111112
5dbdf1c0-010a-4e58-bd3a-86cf321b6b55,award,əˈwɔːrd,11111111-1111-1111-1111-111111111112
943f1312-91e1-4d56-b2b8-ffe96f2172e9,away,əˈweɪ,11111111-1111-1111-1111-111111111111
5ebfabad-e3e3-49e2-a771-67e91a05e35b,baby,ˈbeɪbi,11111111-1111-1111-1111-111111111112
cebfbf4b-6993-409c-b77a-3a565083bb44,back,bæk,11111111-1111-1111-1111-111111111111
344bf216-c48d-4c20-99bc-f3522e88c7f4,backward,ˈbækwərd,11111111-1111-1111-1111-111111111113
e614f832-9142-4e71-93f3-66bf2618d008,bacteria,bækˈtɪriə,11111111-1111-1111-1111-111111111113
4fdcab38-2622-4c2c-bbe8-e74a110c7ed8,bad,bæd,11111111-1111-1111-1111-111111111111
2cf26f79-1a82-4411-9c16-16e891e447c7,bag,bæɡ,11111111-1111-1111-1111-111111111111
d36fede3-2d92-439f-b6c2-2f0d62aff0dc,bake,beɪk,11111111-1111-1111-1111-111111111112
80ab07ef-22bf-40f8-807a-175a1e0db542,bakery,ˈbeɪkəri,11111111-1111-1111-1111-111111111113
c58aaed3-b912-48fa-96c7-7dc20b3f8923,balance,ˈbæləns,11111111-1111-1111-1111-111111111112
676aff9d-df4f-4f9e-ad9e-d7c618f91a0e,ball,bɔl,11111111-1111-1111-1111-111111111111
2172bdf0-0b8f-499e-a704-c7926c446553,ballet,bæˈleɪ,11111111-1111-1111-1111-111111111113
94b09ff7-2834-4c45-a1d0-08e49b6a4365,ban,bæn,11111111-1111-1111-1111-111111111113
2738a969-369d-48eb-8bbd-1ac79c8300c2,banana,bəˈnænə,11111111-1111-1111-1111-111111111112
d6b436cc-5fe4-402c-9c4b-935921318d2e,band,bænd,11111111-1111-1111-1111-111111111112
2049d9e8-28a9-4739-b846-ed23b88789fc,bank,bæŋk,11111111-1111-1111-1111-111111111112
3aeaeac2-1e67-45b0-bf5c-aa9f728c3c79,bar,bɑːr,11111111-1111-1111-1111-111111111113
a5b4e6ae-ef16-4e7d-9ab4-ef3c4e9609b2,bark,bɑːrk,11111111-1111-1111-1111-111111111112
43feec18-6800-460e-af1b-a37419233f54,base,beɪs,11111111-1111-1111-1111-111111111112
440e163f-befb-49fb-8d90-b1f945fb2262,baseball,ˈbeɪsbɔːl,11111111-1111-1111-1111-111111111112
b2bb47b5-739b-44bf-921e-6866514acfd4,basic,ˈbeɪsɪk,11111111-1111-1111-1111-111111111111
9a6e39fa-3d1a-41f8-a0d6-c6d2d184f3f6,basketball,ˈbæskɪtbɔl,11111111-1111-1111-1111-111111111112
1432d33b-38ca-43b4-87f4-12e5cabbff18,bat,bæt,11111111-1111-1111-1111-111111111112
cfac1498-2b2e-43f9-8d72-14b59d8c19f3,bath,bæθ,11111111-1111-1111-1111-111111111112
21986b64-7f2f-49d4-b8ed-0cb609b7e95e,bathe,beɪθ,11111111-1111-1111-1111-111111111113
c5ad4edd-893b-4c40-b9f6-c5074d80ac29,bathroom,ˈbæθruːm,11111111-1111-1111-1111-111111111111
b5eac174-e447-4bd1-bac7-9eb0cdcc175d,be,biː,11111111-1111-1111-1111-111111111111
298afe99-a3a9-45af-9a0f-8133c03c5bc7,beach,bitʃ,11111111-1111-1111-1111-111111111111
468b188b-ff5a-46ac-ad35-eec57f259e3c,bean,biːn,11111111-1111-1111-1111-111111111112
f27ee5d6-2fd4-4ac2-9fe7-f51ba6d733d0,bear,ber,11111111-1111-1111-1111-111111111112
689049e2-feb2-40a1-9e6e-64e64b0fd9c7,beat,biːt,11111111-1111-1111-1111-111111111112
30ea0b19-1544-4ea6-b5ad-3eabe30dee0c,beautiful,ˈbjuːtɪfl,11111111-1111-1111-1111-111111111112
5e1117e7-939e-458e-b193-089cd2821993,beauty,ˈbjuːti,11111111-1111-1111-1111-111111111112
ca0e00f2-e44a-4b34-9890-7d1ac3535958,because,bɪˈkɔz,11111111-1111-1111-1111-111111111111
bc54fb83-9333-4ab1-b7d5-6d80ca8cf1dd,become,bɪˈkʌm,11111111-1111-1111-1111-111111111111
9fec6555-5d8a-4403-b25d-dc62a5b0a974,bed,bɛd,11111111-1111-1111-1111-111111111111
68b0c625-035c-4d89-a002-a355d6004ac7,bee,biː,11111111-1111-1111-1111-111111111113
5d35c410-dbd1-475a-9c8c-75c5e66ac58f,beef,biːf,11111111-1111-1111-1111-111111111113
a4f40e93-6dfe-4254-b7df-b0027f603433,been,bɪn,11111111-1111-1111-1111-111111111111
