"id","wordPartsOfSpeechId","meaning","exampleSentence1","exampleSentenceJapanese1","exampleSentence2","exampleSentenceJapanese2","displayOrder"
"9f6dc461-028a-40f1-85df-9037df20b71b","0096b722-8777-4fe5-ac58-da7a289232e7","オーストラリア","Australia is a large island continent.","オーストラリアは大きな島大陸です。","I'm planning a trip to Australia next year.","来年、オーストラリアへの旅行を計画しています。","1"
"df8ef50d-27e8-4ff3-8993-32c09793c97b","0091d5a9-df7b-47b9-994a-ba6d17ea8d29","オーストラリアの","We enjoyed the Australian wildlife.","私たちはオーストラリアの野生動物を楽しみました。","The Australian economy is heavily reliant on natural resources.","オーストラリア経済は天然資源に大きく依存しています。","1"
"94d44aea-db46-41d0-b676-beb40609eefd","91b05c25-b14f-417e-9fac-4dd0e9f0b3df","オーストラリアの","I love Australian animals like kangaroos.","私はカンガルーのようなオーストラリアの動物が好きです。","The Australian economy is heavily reliant on natural resources.","オーストラリア経済は天然資源に大きく依存しています。","1"
"a7fa9c4f-fa52-4fd4-a9ae-ee6749476ea7","ccc578ce-99e5-45e3-93fd-161be921117c","オーストラリア人","He is an Australian.","彼はオーストラリア人です。","Many Australians enjoy surfing.","多くのオーストラリア人がサーフィンを楽しみます。","1"
"a977a12b-0358-4052-b121-e5162ed43a97","b5e415e1-f166-4e09-bf41-a654fd146735","ドイツの首都","Berlin is the capital of Germany.","ベルリンはドイツの首都です。","We are planning a trip to Berlin next summer.","私たちは来年の夏にベルリンへの旅行を計画しています。","1"
"d17f8300-9269-4fe6-94ad-32c70acc85f0","9c574e12-eecf-4e5c-a255-65b15d317660","ブラジル（国名）","Brazil is a large country in South America.","ブラジルは南米にある大きな国です。","I want to travel to Brazil to see the Amazon rainforest.","アマゾンの熱帯雨林を見るためにブラジルへ旅行したいです。","1"
"ead4c35b-2866-4db5-b844-b481abb88cc6","6f45596a-b0df-4e83-ab43-2e4a6c5d1c9c","ブラジルの、ブラジル産の","Brazilian coffee is famous around the world.","ブラジル産のコーヒーは世界中で有名です。","The Brazilian economy is growing rapidly.","ブラジルの経済は急速に成長しています。","1"
"9ec4471e-fd6d-417e-a25a-599f057f6d05","bed34c20-06ba-422a-bbf1-53d51b05ffbf","ブラジルの","Brazilian coffee is famous worldwide.","ブラジルのコーヒーは世界中で有名です。","The Brazilian economy is growing rapidly.","ブラジルの経済は急速に成長しています。","1"
"6e4d3028-6a6b-422d-885e-6d03a9a07753","c1fe338a-ce80-4c78-b709-ea973096bf6f","ブラジル人","He is a Brazilian.","彼はブラジル人です。","Many Brazilians love soccer.","多くのブラジル人はサッカーが好きです。","1"
"85a4095e-24fa-46f7-862b-a21425324bf8","f5700f52-97f4-4ecc-9c67-f5f714b26890","イギリス","Britain is an island nation.","イギリスは島国です。","Brexit has changed Britain's relationship with the EU.","ブレグジットはイギリスとEUの関係を変えました。","1"
"ade9aee3-21de-43ee-9b6c-9a8d0d2555a7","759851b1-560c-4428-98fa-7b4be7dc73e2","イギリスの","I love British tea.","私はイギリスのお茶が大好きです。","The British Museum is a famous landmark.","大英博物館は有名なランドマークです。","1"
"d544e83b-2635-484b-a8a6-37d6e217dfb5","78c489c9-ff7c-4e33-8d45-105f31000cfd","イギリスの","He is a British citizen.","彼はイギリス国民です。","British cuisine is known for its variety of pies.","イギリス料理は、様々なパイで知られています。","1"
"ef55b303-3e8b-4ec1-a671-3d4d069ee5cc","4f0a12f1-29fb-48c6-ae64-6680f9f76ec4","イギリス人","The British are known for their politeness.","イギリス人は礼儀正しいことで知られています。","Many British people enjoy a cup of tea in the afternoon.","多くのイギリス人は午後に紅茶を飲むのを楽しんでいます。","1"
"51f4931c-07dd-48ee-bfa9-f18afee68827","d472db2d-9084-4fb3-b588-bf14a80251d7","音楽CD","I bought a new CD of my favorite band.","私はお気に入りのバンドの新しいCDを買いました。","Do you still listen to CDs, or do you prefer streaming?","あなたはまだCDを聴きますか、それともストリーミングが好きですか？","1"
"d6b48a78-dbc9-40ea-bdff-e089f60c2c44","91a3830d-d3cf-4979-8b49-245f42f298b0","譲渡性預金","A CD is a type of savings account.","CDは貯蓄口座の一種です。","The bank offers CDs with varying interest rates and terms.","その銀行は、さまざまな金利と期間のCDを提供しています。","1"
"e81f5805-a949-4ee4-bc47-1cc27b754f20","31d02357-56c5-41b2-ac87-4a83660933f9","カリフォルニア州","California is a state in the United States.","カリフォルニアはアメリカ合衆国の一つの州です。","We are planning a trip to California next summer.","私たちは来年の夏にカリフォルニアへの旅行を計画しています。","1"
"81d1fa85-a5d0-434c-aca4-58b4d6e25f40","ef6cc5e7-c913-44f3-9682-e8c772fc22ef","カリフォルニアの","The California coast is beautiful.","カリフォルニアの海岸は美しいです。","She has a California driver's license.","彼女はカリフォルニアの運転免許証を持っています。","1"
"afc58ca0-0270-41ba-a7ff-7b153f49c074","c4c39d5e-85b5-4eb7-8e68-286c4d50fcf5","カナダ（国名）","Canada is a large country in North America.","カナダは北米にある大きな国です。","I'm planning a trip to Canada next summer.","来年の夏にカナダへ旅行する計画を立てています。","1"
"863c99c3-4e85-4cdc-9047-3aad187b3e95","95bc5386-b246-476c-9bac-6cf4da24a92f","カナダ（場所）","She lives in Canada.","彼女はカナダに住んでいます。","Canada is known for its beautiful landscapes.","カナダは美しい景観で知られています。","1"
"773cc43e-3fbf-49e7-847f-0e28b1095593","a54ef3ab-306a-43e0-a525-d752022d5808","カナダの","Canadian maple syrup is very popular.","カナダのメープルシロップはとても人気があります。","She has a Canadian passport.","彼女はカナダのパスポートを持っています。","1"
"cbed8327-594a-409d-8e6f-cb24eb726adb","19f00eb9-0f6f-42bb-bccf-31cf45187150","カナダ人","He is a Canadian.","彼はカナダ人です。","Many Canadians enjoy ice hockey.","多くのカナダ人がアイスホッケーを楽しみます。","1"
"95adc82d-81af-4d5c-8d0d-ae00edcc89bd","b466f424-71d7-4a7a-8312-e29994347ddf","中国","China is a large country in Asia.","中国はアジアにある大きな国です。","Trade between the US and China is very important.","アメリカと中国の貿易は非常に重要です。","1"
"879016a0-7281-4a90-a151-0d9a11cc8c05","61882e66-8979-44c7-8f5b-9e7ecdd30813","陶磁器","This plate is made of fine china.","この皿は上質な陶磁器でできています。","She collected antique china.","彼女はアンティークの陶磁器を収集していました。","1"
"6ce63739-243d-4ffd-bb6e-7423624da5e1","0800cb78-4e40-4da5-bc86-24c70729822d","中国の、中国人","This is a Chinese restaurant.","これは中華料理店です。","She is learning Chinese calligraphy.","彼女は中国の書道を学んでいます。","1"
"8a0eaf66-7738-4453-878f-2a521574214f","b7cb7907-a129-48fe-9a0e-d4c5b94b73a9","中国人、中国語","He is a Chinese.","彼は中国人です。","I want to learn Chinese.","私は中国語を学びたいです。","1"
"ebece02e-783e-4864-b611-7906b614f9a6","fcefd3f6-3cd1-4c2b-bfae-a805acb88775","中華料理","Let's order some Chinese.","中華料理を注文しましょう。","I love eating Chinese food on weekends.","週末に中華料理を食べるのが大好きです。","1"
"c0cfa54c-44a9-4c48-8828-3a2546580f00","f481c8af-6943-4f1d-a478-600debb57161","クリスマス","Christmas is on December 25th.","クリスマスは12月25日です。","We exchange gifts at Christmas.","私たちはクリスマスにプレゼントを交換します。","1"
"301a9baf-06d0-4e34-8f75-99c61e1a7595","ee2752bd-85c0-426c-9b9a-86b4028fbc30","クリスマスの","I love Christmas decorations.","私はクリスマスの飾り付けが大好きです。","The Christmas spirit filled the air.","クリスマスの雰囲気が空気を満たしました。","1"
"ee8ab6ed-3479-48f1-94e7-ac770077d3b6","15a3ebff-655d-49e6-8916-a58c7d4b0503","12月","December is the last month of the year.","12月は一年の最後の月です。","We are planning a trip for December.","私たちは12月に旅行を計画しています。","1"
"1112421b-3c91-4d44-b2c4-b5bd9bc724d2","04396b8e-70c6-4414-a41a-5b6be42aa4dd","医者、博士","I went to see Dr. Smith.","私はスミス先生に診てもらいに行った。","Dr. Lee is a leading expert in this field.","リー博士はこの分野の第一人者です。","1"
"0903b72a-b62d-41c4-b25d-e83dbd9b6f80","5d7cff89-034a-4e35-a108-9639961d4313","オランダの","Dutch cheese is famous.","オランダのチーズは有名です。","She speaks fluent Dutch.","彼女は流暢なオランダ語を話します。","1"
"46ca7441-affc-4a35-b24e-e144dda8d45d","14365a36-a3dd-4bec-9485-d2861fec3d21","オランダ人","The Dutch are known for their tulips.","オランダ人はチューリップで知られています。","He is of Dutch descent.","彼はオランダ人の血を引いています。","1"
"b830fdbf-bed7-40c4-85ec-283d61df2c3f","0e81fa06-8899-4bfe-b49b-1e3bebe5b01b","イングランド","England is a country in the United Kingdom.","イングランドはイギリスの国です。","I'm planning a trip to England next summer.","来年の夏にイングランドへ旅行する計画を立てています。","1"
"f00828ec-7d49-46f0-868d-c4e2b7670a6a","350558a6-b91e-4ea2-a30d-5d1a4575921d","イングランド地方","The history of England is long and complex.","イングランドの歴史は長く複雑です。","Many tourists visit England to see its historical sites.","多くの観光客がイングランドの史跡を見るために訪れます。","1"
"23e85465-2354-4ceb-89ef-ed8a8391eab1","69f4a953-bf10-440b-9c1a-c03ad4576429","イギリスの","He is an English teacher.","彼は英語の先生です。","The English countryside is beautiful.","イギリスの田園地帯は美しいです。","1"
"7a86e45d-de9f-4a22-897c-87492bffbccc","4bdcc293-98b2-4768-905f-1d1085300fee","英語","I am learning English.","私は英語を学んでいます。","My English is not very good.","私の英語はあまり上手ではありません。","1"
"37d0ebfd-f69a-43d4-8b65-8e169614fc1a","4c92e6f2-109f-404e-9cc2-d23d783063d9","イングランド人","The English are known for their tea.","イングランド人はお茶で知られています。","Many English people visit Japan every year.","毎年多くのイングランド人が日本を訪れます。","1"
"e463ad4c-332d-488f-9e68-0eae7b0e40fb","a0ee654d-7a3e-4ab9-96f9-cd3833ff8734","ヨーロッパ","Europe is a continent.","ヨーロッパは大陸です。","I want to travel around Europe.","私はヨーロッパ中を旅行したいです。","1"
"bcdc3af5-740e-49ae-aea6-af8d36680608","718dcfc9-3cb4-42a8-b96a-6727018ed13e","ヨーロッパの","She is a European citizen.","彼女はヨーロッパの市民です。","The European Union is a political and economic alliance.","欧州連合は政治的、経済的な同盟です。","1"
"6b8fc7d8-abef-4e24-9282-55707d971c97","6f7bd7b5-b83d-40b5-bc2c-ffcfb722b770","ヨーロッパ人","He is a European.","彼はヨーロッパ人です。","Europeans have a rich and diverse culture.","ヨーロッパ人は豊かで多様な文化を持っています。","1"
"cf2f10f4-582c-4d99-a22a-763877b639aa","2c2b6a1a-c410-44c9-9839-e2b096405c72","2月","February is the second month of the year.","2月は1年の2番目の月です。","My birthday is in February.","私の誕生日は2月です。","1"
"7a8f9840-3e3c-47bf-ae8c-27f04957d83a","b59c7642-9869-4caf-bb89-659203ed57d1","フィンランド","Finland is a country in Northern Europe.","フィンランドは北ヨーロッパの国です。","I want to visit Finland to see the Northern Lights.","オーロラを見るためにフィンランドを訪れたいです。","1"
"ef757ec3-6676-4016-aa4f-df838caf3dec","a6e5290b-9831-40ae-9ffd-d08948a3b6c6","フィンランドの","Finnish design is famous around the world.","フィンランドのデザインは世界中で有名です。","We enjoyed the Finnish sauna during our trip.","旅行中、フィンランドのサウナを楽しみました。","1"
"19c72b63-63c9-4e71-a12b-7b3ed4253778","72935a73-771b-4f60-8a5b-4a84ec3819bf","フランス","France is a country in Europe.","フランスはヨーロッパの国です。","I want to travel to France next year.","私は来年フランスへ旅行したいです。","1"
"9c954f0b-cd57-4159-bb94-3c2f3c943e3a","6911efbf-8b62-45cc-a6a1-f4beca576a91","フランスの","I love French bread.","私はフランスパンが大好きです。","She is taking a French class to improve her language skills.","彼女は語学力を向上させるためにフランス語の授業を受けています。","1"
"96919682-1171-4bc6-acc5-d8f153a3ca09","be79b13d-3acb-4553-974e-ac14b3838092","フランス語","I am learning French.","私はフランス語を学んでいます。","Her French is very good after living in Paris for a year.","彼女はパリに1年住んでいたので、フランス語がとても上手です。","1"
"518b3a71-62ef-4ac2-b9c6-813917a4671f","b259bcc9-1bb7-4800-a73e-3482f418be69","フランス人","He is French.","彼はフランス人です。","The French are known for their cuisine and fashion.","フランス人は料理とファッションで知られています。","1"
"5cf8d66f-0616-470b-b88d-4000693e8bc4","1efebfa2-1266-4c78-8799-a817f2578d02","金曜日","Friday is my favorite day of the week.","金曜日は私の一番好きな曜日です。","The meeting is scheduled for next Friday.","会議は来週の金曜日に予定されています。","1"
"f9accff8-db70-4382-b70b-254b230ca06b","ec931371-da6d-49f2-a5e5-3464b7fc5409","ドイツの、ドイツ人の","He is a German teacher.","彼はドイツ人の先生です。","German cars are known for their quality.","ドイツ車はその品質で知られています。","1"
"1963a503-98f3-404d-a3ef-86fe2d5ea353","01498fd2-430d-42cf-81a1-135c901402c4","ドイツ人、ドイツ語","She speaks German fluently.","彼女はドイツ語を流暢に話します。","The Germans are famous for their beer.","ドイツ人はビールで有名です。","1"
"8abd6a03-cea1-41ba-8c7f-e6c31ee50d32","05747f21-bb99-4ccc-8cdf-727b6d4e44b0","ドイツ","Germany is a country in Europe.","ドイツはヨーロッパの国です。","I want to travel to Germany next year.","私は来年ドイツへ旅行したいです。","1"
"0499e5ae-7748-483e-957e-ab2f0e13ce1c","ac92fea8-fa75-43af-a05f-e30e6ccd8575","ギリシャの","I love Greek salad.","私はギリシャ風サラダが大好きです。","The Greek economy has been struggling for years.","ギリシャ経済は何年も苦戦しています。","1"
"eb19ebe0-cc95-47c8-89e2-ebdf5eb47cd2","57e53790-e6f7-483c-9ee4-de94b37095ab","ギリシャ人","He is Greek.","彼はギリシャ人です。","The Greeks are known for their hospitality.","ギリシャ人はおもてなしの心で知られています。","1"
"9ad7a8de-1e58-42b2-9b15-4c8f706985db","9af01e4e-a952-4976-bc9a-65deffa16390","ギリシャ語","I am learning Greek.","私はギリシャ語を学んでいます。","The original text was written in Greek.","原文はギリシャ語で書かれていました。","1"
"23bf9b34-28ac-479d-a677-db8188f01a38","f3478c6d-8100-42ea-aae3-08fc6a164245","ハワイ（州）","I want to go to Hawaii.","私はハワイに行きたいです。","Hawaii is famous for its beautiful beaches.","ハワイは美しいビーチで有名です。","1"
"723ff3a7-9c9e-4347-be96-8187cd03c8d9","6df4fb68-3d06-4284-8eb0-2952c33609e4","ハワイの、ハワイ風の","She wore a Hawaiian shirt.","彼女はハワイアンシャツを着ていました。","We enjoyed a Hawaiian luau with traditional food and music.","私たちは伝統的な料理と音楽でハワイのルアウを楽しみました。","1"
"21f7d9ba-dae6-41c4-b2c8-82de9dae11a1","29a25885-6dad-4f1d-88fb-0236cbaaf547","ハワイの、ハワイ風の","She loves Hawaiian music.","彼女はハワイアン音楽が大好きです。","We went to a Hawaiian luau on our vacation.","私たちは休暇中にハワイのルアウに行きました。","1"
"6fe4136e-1e00-40fe-a2ac-d57489c2a162","0288b32b-dcc2-4607-bed0-b7aedd3cacfa","ハワイ人","He is a Hawaiian.","彼はハワイ人です。","The Hawaiians have a rich culture.","ハワイの人々は豊かな文化を持っています。","1"
"58ad66b6-0f56-4ffd-884c-a1f1235a64ae","a085fdc2-fa21-4852-8778-bb6aa37ed64e","私","I am a student.","私は学生です。","I think it's a good idea.","私はそれは良い考えだと思います。","1"
"3727c814-982f-4670-9691-790df8ef6574","557b8e93-0f2f-469a-aa08-295309021d8f","インド","India is a large country in Asia.","インドはアジアにある大きな国です。","I want to travel to India someday.","私はいつかインドへ旅行したいです。","1"
"487a2b07-9904-4af0-8a92-655ac3f1fdd1","6073c825-26c1-4571-835c-6500e2e5c9e0","インドの","Indian food is very spicy.","インド料理はとても辛いです。","She is studying Indian history.","彼女はインドの歴史を勉強しています。","1"
"0092b992-52fe-4384-8966-b950445ccee8","35a9fa40-4128-458b-aab4-3e1cafe16bb5","インド人","He is an Indian.","彼はインド人です。","Many Indians live abroad for work.","多くのインド人が仕事のために海外に住んでいます。","1"
"88723800-23e0-44cf-94c9-1552a3283273","222c96fd-8b8e-4e20-843d-4e47579fde78","インドの","I love Indian food.","私はインド料理が大好きです。","The Indian economy is growing rapidly.","インド経済は急速に成長しています。","1"
"a59db184-9260-4fc8-acb5-cfdfe3ab2df0","74d5bdcb-d1b7-48c6-beef-d7b9bb4dae98","（米国先住民）","The museum has an exhibit on Native American, formerly called Indian, culture.","その博物館には、かつてインディアンと呼ばれていたネイティブアメリカンの文化に関する展示があります。","It's important to use respectful language when discussing Indian history.","インディアンの歴史について議論する際には、敬意を払った言葉を使うことが重要です。","1"
"44d2cfe0-2ecd-4ba6-b5ad-6a609cd6ea13","068d4e23-ee8b-4996-95ec-9dab1dae2045","インターネット","The Internet is a global network.","インターネットは世界的なネットワークです。","I use the Internet to check my email and browse websites.","私はインターネットを使ってメールをチェックしたり、ウェブサイトを閲覧したりします。","1"
"88f24e95-c142-4730-a38f-3f4f53d5c483","f286036e-4bff-4d87-8f7c-a222704b5eb0","イタリアの","I love Italian food.","私はイタリア料理が大好きです。","She is taking an Italian language course.","彼女はイタリア語のコースを受講しています。","1"
"6e021710-c751-4d7c-a68d-2f94e27b4449","1765d768-ba87-4f8e-b025-f948ec4bb803","イタリア人","He is an Italian.","彼はイタリア人です。","The Italians are known for their passion for life.","イタリア人は人生への情熱で知られています。","1"
"3d485a95-8cf2-48bf-a1b9-ea5105a6e856","fa8b658a-8899-4ea0-adc7-7a02abf238cd","イタリア語","I am learning Italian.","私はイタリア語を学んでいます。","She speaks Italian fluently.","彼女は流暢にイタリア語を話します。","1"
"b668e0d7-e317-46fc-84f6-969bf7d9d87c","95e86633-5aff-41db-83a4-b65f3a65707a","イタリア","Italy is famous for its pasta.","イタリアはパスタで有名です。","We are planning a trip to Italy next summer.","私たちは来年の夏にイタリア旅行を計画しています。","1"
"28637628-82ea-449d-a2b3-9521fb70db85","bd6412dd-86bb-4152-9691-58ac935a15b6","1月","January is the first month of the year.","1月は1年の最初の月です。","The meeting is scheduled for January 20th.","会議は1月20日に予定されています。","1"
"de08fe4f-b98c-45c7-9384-517558a1d6fa","d43de833-b107-44a7-b89e-60945f18a5a3","日本","I want to visit Japan someday.","私はいつか日本を訪れたいです。","Japan is known for its unique culture and technology.","日本は独自の文化と技術で知られています。","1"
"2f4c84d9-c77e-49e1-a0f7-7d8f93adc9a1","ddecb205-11d6-43a3-aa60-14b7a158f9aa","日本の","I love Japanese food.","私は日本の食べ物が大好きです。","The Japanese economy is one of the largest in the world.","日本の経済は世界で最も大きいものの1つです。","1"
"099a7d72-cd4b-4065-acc8-c5373ce4129b","4bc8210d-54cf-46c3-b3c4-ed521c275d5a","日本の、日本人","I love Japanese food.","私は日本の食べ物が大好きです。","She is studying Japanese history.","彼女は日本の歴史を勉強しています。","1"
"e4e030aa-a49a-4d14-8906-5222eef9a9da","918dd7ea-c190-4074-a879-dd4f5b13ca74","日本語","I am learning Japanese.","私は日本語を学んでいます。","Her Japanese is very fluent.","彼女の日本語はとても流暢です。","1"
"02cee48b-60cd-4ec3-a211-079b876664ab","0731b14d-f178-4d25-b72c-068d0df1c883","日本人","He is Japanese.","彼は日本人です。","Many Japanese tourists visit Hawaii.","多くの日本人観光客がハワイを訪れます。","1"
"8f77c7f8-ef58-4d1f-807b-0102ab3b18e0","a792a962-a412-42d3-bf32-3fb5400e7bff","7月","July is the seventh month of the year.","7月は一年の7番目の月です。","My birthday is in July.","私の誕生日は7月です。","1"
"013911db-4db6-47d9-951c-e57685950467","874e991a-4675-4d4b-9325-b44888921da5","6月","June is the sixth month of the year.","6月は一年の6番目の月です。","My birthday is in June.","私の誕生日は6月です。","1"
"67fc97ac-7555-4b4c-ae30-a7b1dfdec463","19ddaea9-db7e-4205-b558-e60c7abfe6e3","韓国","Korea is located in East Asia.","韓国は東アジアに位置しています。","I'm planning a trip to Korea next year.","来年、韓国への旅行を計画しています。","1"
"ccad6340-1f85-476f-8fde-a2e0d1661b52","ddaab0a3-7e81-4420-9441-48e5fb7a022c","韓国の","I love Korean food.","私は韓国料理が大好きです。","She is studying Korean history at university.","彼女は大学で韓国の歴史を勉強しています。","1"
"653d6785-fd87-4162-811d-40162bd4e074","d7d21379-f005-4f21-8f1a-91ba985dedd2","韓国の、韓国人の","I love Korean food.","私は韓国料理が大好きです。","She is taking a Korean language class.","彼女は韓国語の授業を受けています。","1"
"83f61b5f-8dc4-4999-a225-2bf0f7194a45","59c23e8a-d2e7-42ec-ac88-f0eb441b2ce4","韓国人、韓国語","He is a Korean.","彼は韓国人です。","I am learning Korean.","私は韓国語を学んでいます。","1"
"439d9330-2fe1-4b52-9ea8-e0e1694a6948","570fd78c-ca2c-478e-beb9-cc9ba0c38497","ロンドン（都市）","London is the capital of England.","ロンドンはイングランドの首都です。","I'm planning a trip to London next year.","来年、ロンドンへの旅行を計画しています。","1"
"5d0918b3-957b-403a-9bf3-0d6be852b112","071f22bd-6a0b-42a8-b60c-7903d5a160e5","ロンドンの、ロンドン風の","The London Eye is a famous landmark.","ロンドン・アイは有名なランドマークです。","He has a London accent.","彼はロンドン訛りがあります。","1"
"57b9ba9a-e15e-439d-aba4-a496d3ded78e","e52cb4df-6bbd-41e2-a1b0-3ffa13a0341c","3月","March is the third month of the year.","3月は一年の3番目の月です。","My birthday is in March.","私の誕生日は3月です。","1"
"79819936-e244-46e5-b0e1-c37cb244502c","d17148e2-5b63-4224-ad2c-14e4a8103701","行進する","The soldiers marched in the parade.","兵士たちはパレードで行進しました。","We will march to the town hall to protest.","私たちは抗議するために市庁舎まで行進します。","1"
"31c05274-a563-41ac-9ddb-7d9d4331bbd4","1435cb03-6165-4cff-999b-63af2ad1e40f","火星","Mars is the fourth planet from the Sun.","火星は太陽から4番目の惑星です。","Scientists are exploring the possibility of life on Mars.","科学者たちは火星での生命の可能性を探求しています。","1"
"d426741e-7f0f-44c7-8f5f-fb36ba536902","173ef51d-e6cf-4005-a3b3-ca1c75026545","5月","May is my favorite month.","5月は私の一番好きな月です。","The flowers bloom beautifully in May.","花は5月に美しく咲きます。","1"
"77009139-4a2e-439d-a92d-3203298052bf","20084174-4c45-4687-8c3a-4e03b6824c41","～かもしれない","It may rain tomorrow.","明日は雨が降るかもしれません。","You may be right.","あなたは正しいかもしれません。","1"
"3b79b45d-1b87-478e-bf9a-36ab1242951f","1dd481e4-b467-4d73-9947-9b1464fdd5ea","見逃す、逃す","I missed the bus this morning.","今朝、バスに乗り遅れた。","Don't miss the opportunity to apply for the scholarship.","奨学金に応募する機会を逃さないでください。","1"
"55246ad8-886c-4f1d-ad43-8bd51b28bdc1","863dbaf6-fdcc-4e2b-96b4-e2eee17f61bd","恋しく思う","I miss my family very much.","家族がとても恋しい。","She misses her old friends since she moved to a new city.","彼女は新しい街に引っ越して以来、昔の友達が恋しい。","1"
"8599d2b7-c02a-4054-96ce-7a272e6ed083","99cbb560-4bb8-4a6b-94bf-7dca050e67ce","失敗、見逃し","That was a near miss!","危うく失敗するところだった！","The company reported a revenue miss for the quarter.","その会社は、四半期の収益目標未達を発表した。","1"
"b6da8e2c-caca-4fb6-ad33-4a5935562201","aa320093-b84c-4a14-b929-11f3e044b332","未婚の女性への敬称","Good morning, Miss Smith.","おはようございます、スミスさん。","Excuse me, Miss, can you help me find this book?","すみません、お嬢さん、この本を探すのを手伝ってくれませんか？","1"
"74138751-4775-4272-a88d-3b328bea9481","bdfe15b4-c64f-496c-b2d7-ba917265baa1","月曜日","Monday is the first day of the week.","月曜日は週の最初の日です。","The meeting is scheduled for next Monday.","会議は来週の月曜日に予定されています。","1"
"1adf577d-3e1b-4897-8be5-c152d2cba3d2","e3f57d9e-d048-417e-8ad2-70fc87e70547","～様、～先生","Mr. Smith is a teacher.","スミス先生は先生です。","Please address him as Mr. Tanaka.","彼を田中さんと呼んでください。","1"
"e57cda3a-d67f-4e71-8e88-5f2eef40dcd4","655a1768-4f65-41f0-93bd-f7f5a562dc62","～夫人、～さん","We addressed her as Mrs. Smith.","私たちは彼女をスミス夫人と呼びました。","Mrs. Johnson is the new principal of our school.","ジョンソン夫人は私たちの学校の新しい校長です。","1"
"82bdb708-c575-4e8a-9086-64c8bfb2912e","42ffdb5f-af7f-4651-83d3-4d7c1f01369a","～様（女性敬称）","Please address her as Ms. Smith.","彼女をスミス様と呼んでください。","We sent a letter to Ms. Johnson regarding the contract.","契約に関して、ジョンソン様に手紙を送りました。","1"
